img_path,steering,throttle,lwheel,rwheel,speed_signed,lane_offset,timestamp
00000.png,0,20,20.0,20.0,1.2339910295718008,-1.6041666666666856,2025-06-30T22:36:38.759350
00001.png,0,20,20.0,20.0,1.2209766997158666,-1.579545454545439,2025-06-30T22:36:33.358025
00002.png,0,20,20.0,20.0,1.2186032603388026,-5.8652597402597735,2025-06-30T22:36:28.875584
00003.png,0,20,20.0,20.0,1.220236882258785,2.136363636363626,2025-06-30T22:36:32.851144
00004.png,0,20,20.0,20.0,0.1608923264959557,-12.5,2025-06-30T22:36:24.673834
00005.png,0,20,20.0,20.0,1.216924478679966,-16.109375,2025-06-30T22:36:28.184261
00006.png,0,20,20.0,20.0,1.1985722276903603,-8.0625,2025-06-30T22:36:26.344048
00007.png,0,0,0.0,0.0,0.0229395711653002,-1.8541666666666856,2025-06-30T22:36:40.800220
00008.png,0,20,20.0,20.0,1.2462856105735196,-7.208333333333314,2025-06-30T22:36:38.292519
00009.png,0,20,20.0,20.0,1.217986461925152,-4.416666666666629,2025-06-30T22:36:33.691213
00010.png,0,20,20.0,20.0,1.2785409419594709,-7.9375,2025-06-30T22:36:37.652230
00011.png,0,20,20.0,20.0,1.2838452409664445,3.25,2025-06-30T22:36:37.174474
00012.png,0,20,20.0,20.0,1.213211748008752,-13.347222222222229,2025-06-30T22:36:27.021867
00013.png,0,20,20.0,20.0,1.219552271141487,-21.11538461538464,2025-06-30T22:36:31.796509
00014.png,0,20,20.0,20.0,1.214262695374896,-17.707386363636374,2025-06-30T22:36:30.290040
00015.png,0,20,20.0,20.0,1.1175166176227538,0.0,2025-06-30T22:36:25.860909
00016.png,0,0,0.0,0.0,0.931030016287306,-6.725000000000023,2025-06-30T22:36:39.546729
00017.png,0,20,20.0,20.0,1.1857966117332812,-9.3125,2025-06-30T22:36:26.182045
00018.png,1,20,35.0,5.0,1.2578501901859267,15.0,2025-06-30T22:36:36.691748
00019.png,0,0,0.0,0.0,0.0028301878207508,-1.75,2025-06-30T22:36:41.733463
00020.png,0,20,20.0,20.0,1.214811478430091,-0.2142857142857224,2025-06-30T22:36:29.570405
00021.png,0,20,20.0,20.0,1.2182147421712757,-8.291176470588198,2025-06-30T22:36:29.223106
00022.png,0,0,0.0,0.0,0.0160601615666159,-5.375,2025-06-30T22:36:40.947076
00023.png,0,20,20.0,20.0,0.291418092085817,-12.625,2025-06-30T22:36:24.835538
00024.png,0,20,20.0,20.0,1.219207885520551,-14.15357142857141,2025-06-30T22:36:33.025560
00025.png,0,20,20.0,20.0,1.29794157824259,1.1499999999999773,2025-06-30T22:36:37.492325
00026.png,0,20,20.0,20.0,1.218652246527184,-19.27579365079368,2025-06-30T22:36:30.876643
00027.png,0,20,20.0,20.0,1.2145052507208405,-9.899999999999975,2025-06-30T22:36:27.183589
00028.png,-1,20,5.0,35.0,1.24973672100441,-13.541666666666686,2025-06-30T22:36:38.133209
00029.png,0,20,20.0,20.0,1.2120188682056905,-12.917307692307702,2025-06-30T22:36:30.490005
00030.png,0,20,20.0,20.0,0.5480590483953434,182.83333333333337,2025-06-30T22:36:25.168254
00031.png,0,20,20.0,20.0,1.2141846206492617,0.0,2025-06-30T22:36:34.625851
00032.png,0,20,20.0,20.0,1.22240061717448,-25.455128205128176,2025-06-30T22:36:29.049082
00033.png,0,20,20.0,20.0,1.217325039590425,-13.391666666666652,2025-06-30T22:36:27.689157
00034.png,0,0,0.0,0.0,1.0624051607807954,-10.833333333333314,2025-06-30T22:36:39.386842
00035.png,0,20,20.0,20.0,1.2181439226465491,-13.399999999999975,2025-06-30T22:36:28.703211
00036.png,0,20,20.0,20.0,1.2168430232571874,-152.0,2025-06-30T22:36:34.319235
00037.png,0,20,20.0,20.0,1.2080860105695586,-8.375,2025-06-30T22:36:26.502094
00038.png,0,20,20.0,20.0,1.2184867511879274,-19.125,2025-06-30T22:36:28.529179
00039.png,0,0,0.0,0.0,-1.0957255243535795e-05,-6.416666666666686,2025-06-30T22:36:24.354060
00040.png,0,20,20.0,20.0,1.216255998550263,-15.48295454545456,2025-06-30T22:36:27.342222
00041.png,0,20,20.0,20.0,1.2170049393168223,-11.357692307692332,2025-06-30T22:36:31.423224
00042.png,0,20,20.0,20.0,0.6965975572166829,192.83333333333337,2025-06-30T22:36:25.343135
00043.png,0,20,20.0,20.0,1.2184999019009426,-8.833333333333314,2025-06-30T22:36:38.921353
00044.png,0,20,20.0,20.0,0.4032425637669502,-9.333333333333314,2025-06-30T22:36:24.995361
00045.png,0,0,0.0,0.0,1.177474349537614,0.0,2025-06-30T22:36:39.240311
00046.png,0,20,20.0,20.0,1.2192795997710506,-10.997727272727277,2025-06-30T22:36:31.064023
00047.png,0,0,0.0,0.0,0.0082511951515932,-3.4166666666666856,2025-06-30T22:36:41.266852
00048.png,0,20,20.0,20.0,1.2165872223230607,0.0,2025-06-30T22:36:34.784673
00049.png,0,0,0.0,0.0,0.0004744324295028,-0.6750000000000114,2025-06-30T22:36:42.521339
00050.png,0,20,20.0,20.0,1.2188873965834877,0.0,2025-06-30T22:36:34.478213
00051.png,0,20,20.0,20.0,1.2118567027785625,-17.066666666666663,2025-06-30T22:36:32.679127
00052.png,0,20,20.0,20.0,1.2191214363835148,-10.641666666666708,2025-06-30T22:36:33.852195
00053.png,1,20,35.0,5.0,1.2617648787983151,12.833333333333314,2025-06-30T22:36:36.852098
00054.png,0,20,20.0,20.0,1.218032493283695,-12.965277777777771,2025-06-30T22:36:33.198079
00055.png,0,20,20.0,20.0,1.276605228005873,-2.0416666666666856,2025-06-30T22:36:37.014015
00056.png,0,20,20.0,20.0,1.2158064869876395,16.125,2025-06-30T22:36:36.052282
00057.png,0,0,0.0,0.0,0.0013869480397892,0.2708333333333144,2025-06-30T22:36:42.040297
00058.png,0,20,20.0,20.0,1.2165061926508898,0.1666666666666856,2025-06-30T22:36:39.080285
00059.png,0,20,20.0,20.0,1.217285332631087,-17.510489510489492,2025-06-30T22:36:32.316427
00060.png,0,20,20.0,20.0,1.2175124498746277,0.0,2025-06-30T22:36:35.265752
00061.png,0,20,20.0,20.0,1.2174050547716162,2.09375,2025-06-30T22:36:33.518183
00062.png,0,0,0.0,0.0,0.317789440265538,-14.125,2025-06-30T22:36:40.320117
00063.png,0,20,20.0,20.0,1.2197819191171932,0.0,2025-06-30T22:36:34.945725
00064.png,0,20,20.0,20.0,1.2427830578440424,-3.4375,2025-06-30T22:36:38.613069
00065.png,0,20,20.0,20.0,1.2115906665812528,-20.125,2025-06-30T22:36:30.116520
00066.png,0,0,0.0,0.0,0.0040383176960256,-1.9375,2025-06-30T22:36:41.574651
00067.png,0,20,20.0,20.0,1.2162619227295235,0.0,2025-06-30T22:36:35.425540
