img_path,steering,throttle,lwheel,rwheel,speed_signed,timestamp
00000.png,0,0.0,0.0,0.0,3.7638376407127695e-09,2025-07-24T21:42:54.154448
00001.png,0,0.0,0.0,0.0,3.7632149859315076e-09,2025-07-24T21:42:54.359452
00002.png,0,0.0,0.0,0.0,3.762560115635286e-09,2025-07-24T21:42:54.559397
00003.png,0,20.0,6.0,6.0,0.17149718568629374,2025-07-24T21:42:54.775354
00004.png,0,20.0,10.2,10.2,0.43883746162942117,2025-07-24T21:42:54.985086
00005.png,0,20.0,13.139999999999999,13.139999999999999,0.6349285542914223,2025-07-24T21:42:55.200643
00006.png,0,20.0,15.197999999999999,15.197999999999999,0.8902473629708562,2025-07-24T21:42:55.412839
00007.png,-1,20.0,12.138599999999999,21.138599999999997,0.9347476699207994,2025-07-24T21:42:55.631078
00008.png,-1,20.0,9.99702,25.297019999999996,0.9504899190319436,2025-07-24T21:42:55.840425
00009.png,-1,20.0,8.497913999999998,28.207913999999995,0.9685200626381234,2025-07-24T21:42:56.071915
00010.png,-1,20.0,7.448539799999998,30.245539799999996,0.9820062582217609,2025-07-24T21:42:56.280081
00011.png,0,20.0,11.213977859999998,27.171877859999995,0.9993305230992955,2025-07-24T21:42:56.511436
00012.png,-1,20.0,9.349784501999999,29.520314501999994,1.033585647803173,2025-07-24T21:42:56.719875
00013.png,0,20.0,12.544849151399998,26.664220151399995,1.0685762447189364,2025-07-24T21:42:56.932841
00014.png,-1,20.0,10.281394405979997,29.164954105979994,1.0703150701005626,2025-07-24T21:42:57.147351
00015.png,0,20.0,13.196976084185998,26.415467874185996,1.0700451301507747,2025-07-24T21:42:57.361175
00016.png,-1,20.0,10.737883258930198,28.990827511930195,1.105588152193744,2025-07-24T21:42:57.588000
00017.png,0,20.0,13.516518281251138,26.293579258351137,1.1087830167736759,2025-07-24T21:42:57.814808
00018.png,-1,20.0,10.961562796875796,28.905505480845793,1.1195690801025628,2025-07-24T21:42:58.044770
00019.png,-1,20.0,9.173093957813057,30.733853836592054,1.1292292370453387,2025-07-24T21:42:58.285749
00020.png,0,20.0,12.42116577046914,27.513697685614435,1.1495802690174761,2025-07-24T21:42:58.509046
00021.png,0,20.0,14.694816039328398,25.259588379930104,1.1760144981065306,2025-07-24T21:42:58.738690
00022.png,0,20.0,16.286371227529877,23.681711865951073,1.1488240000505627,2025-07-24T21:42:58.977217
00023.png,0,20.0,17.400459859270914,22.57719830616575,1.1369106392947976,2025-07-24T21:42:59.254811
00024.png,1,20.0,22.68032190148964,17.304038814316023,1.133699143697421,2025-07-24T21:42:59.519930
