img_path,steering,throttle,lwheel,rwheel,speed_signed,timestamp
00000.png,0,0.0,0.003954810215469368,0.0008490970515727048,0.00014058672571584663,2025-07-24T22:04:10.518190
00001.png,0,0.0,0.002768367150828557,0.0005943679361008934,9.758769427147789e-05,2025-07-24T22:04:10.804145
00002.png,0,20.0,6.00193785700558,6.00041605755527,0.21150992148935097,2025-07-24T22:04:11.080188
00003.png,0,20.0,10.201356499903905,10.200291240288688,0.46860543231877816,2025-07-24T22:04:11.357214
00004.png,0,20.0,13.140949549932733,13.140203868202082,0.7363269274895957,2025-07-24T22:04:11.638694
00005.png,0,20.0,15.198664684952913,15.198142707741457,0.9298215918081546,2025-07-24T22:04:11.917404
00006.png,0,20.0,16.63906527946704,16.63869989541902,1.0028330044114133,2025-07-24T22:04:12.199414
00007.png,1,20.0,22.147345695626928,13.147089926793313,1.053326137498258,2025-07-24T22:04:12.477859
00008.png,0,20.0,21.50314198693885,15.202962948755319,1.0908880133955576,2025-07-24T22:04:12.756910
00009.png,0,20.0,21.052199390857194,16.64207406412872,1.1177349383105353,2025-07-24T22:04:13.040760
00010.png,1,20.0,25.236539573600034,13.149451844890104,1.1434470031722423,2025-07-24T22:04:13.315242
00011.png,0,20.0,23.66557770152002,15.204616291423072,1.188055764495378,2025-07-24T22:04:13.591642
00012.png,0,20.0,22.565904391064013,16.64323140399615,1.2287292619865862,2025-07-24T22:04:13.883398
00013.png,0,20.0,21.79613307374481,17.650261982797304,1.241764121217462,2025-07-24T22:04:14.163889
00014.png,0,20.0,21.257293151621365,18.355183387958114,1.2571566491082626,2025-07-24T22:04:14.442999
00015.png,0,20.0,20.880105206134957,18.84862837157068,1.2288641356850056,2025-07-24T22:04:14.732276
00016.png,0,20.0,20.616073644294467,19.194039860099473,1.225341510387305,2025-07-24T22:04:15.002748
00017.png,0,20.0,20.431251551006127,19.43582790206963,1.227420956546611,2025-07-24T22:04:15.274486
00018.png,1,20.0,24.801876085704286,15.10507953144874,1.2598400429180547,2025-07-24T22:04:15.549001
00019.png,1,20.0,27.861313259993,12.073555672014116,1.3117986104896977,2025-07-24T22:04:15.818594
00020.png,1,20.0,30.002919281995098,9.95148897040988,1.3299232067141522,2025-07-24T22:04:16.091649
00021.png,0,20.0,27.002043497396567,12.966042279286915,1.3513357090130498,2025-07-24T22:04:16.362313
00022.png,0,20.0,24.901430448177596,15.07622959550084,1.3719080776509216,2025-07-24T22:04:16.635790
00023.png,0,20.0,23.431001313724316,16.553360716850587,1.3712785561240861,2025-07-24T22:04:16.892529
00024.png,0,20.0,22.40170091960702,17.587352501795408,1.338377228435907,2025-07-24T22:04:17.146252
00025.png,0,20.0,21.68119064372491,18.311146751256786,1.3013435096720127,2025-07-24T22:04:17.411633
00026.png,0,20.0,21.176833450607436,18.81780272587975,1.276377889059917,2025-07-24T22:04:17.674965
00027.png,0,20.0,20.823783415425204,19.172461908115825,1.2350016205556187,2025-07-24T22:04:17.937871
00028.png,0,20.0,20.576648390797644,19.420723335681075,1.2325568269001597,2025-07-24T22:04:18.185203
00029.png,0,20.0,20.403653873558348,19.59450633497675,1.2215455888385947,2025-07-24T22:04:18.440654
00030.png,0,20.0,20.282557711490842,19.716154434483723,1.215195152259867,2025-07-24T22:04:18.696926
00031.png,0,20.0,20.197790398043587,19.801308104138606,1.2242006163771855,2025-07-24T22:04:18.946810
00032.png,0,20.0,20.138453278630507,19.860915672897022,1.226946502592316,2025-07-24T22:04:19.215940
00033.png,0,20.0,20.096917295041354,19.902640971027914,1.2279115437244652,2025-07-24T22:04:19.454273
00034.png,1,20.0,24.567842106528946,15.43184867971954,1.2509331948563145,2025-07-24T22:04:19.691742
00035.png,0,20.0,23.19748947457026,16.80229407580368,1.2912041871816289,2025-07-24T22:04:19.934390
00036.png,1,20.0,26.73824263219918,13.261605853062575,1.3079003349907865,2025-07-24T22:04:20.177581
00037.png,1,20.0,29.216769842539424,10.783124097143801,1.3417691098476434,2025-07-24T22:04:20.412769
00038.png,0,20.0,26.451738889777594,13.54818686800066,1.354373606915291,2025-07-24T22:04:20.654807
00039.png,1,20.0,29.016217222844315,10.98373080760046,1.3893514527260906,2025-07-24T22:04:20.892935
00040.png,0,20.0,26.31135205599102,13.688611565320322,1.4022881032158079,2025-07-24T22:04:21.132197
00041.png,1,20.0,28.917946439193713,11.082028095724224,1.4307758529960917,2025-07-24T22:04:21.372230
00042.png,0,20.0,26.242562507435597,13.757419667006957,1.4430634727368,2025-07-24T22:04:21.603301
00043.png,0,20.0,24.369793755204917,15.630193766904869,1.4103149372415242,2025-07-24T22:04:21.841783
00044.png,0,20.0,23.05885562864344,16.94113563683341,1.3770904561564,2025-07-24T22:04:22.083153
00045.png,0,20.0,22.141198940050405,17.858794945783387,1.3317656462650815,2025-07-24T22:04:22.320913
00046.png,0,20.0,21.498839258035282,18.50115646204837,1.2860024941095805,2025-07-24T22:04:22.546711
00047.png,0,20.0,21.049187480624695,18.95080952343386,1.2481948771977747,2025-07-24T22:04:22.773406
00048.png,1,20.0,25.23443123643729,14.765566666403702,1.269700331677428,2025-07-24T22:04:23.012371
00049.png,0,20.0,23.6641018655061,16.33589666648259,1.293878388879132,2025-07-24T22:04:23.243875
00050.png,0,20.0,22.56487130585427,17.435127666537813,1.3088320242532212,2025-07-24T22:04:23.464858
00051.png,0,20.0,21.795409914097988,18.20458936657647,1.3146727101125548,2025-07-24T22:04:23.694394
00052.png,1,20.0,25.75678693986859,14.24321255660353,1.3401686477454111,2025-07-24T22:04:23.920534
00053.png,1,20.0,28.529750857908013,11.47024878962247,1.377799464028931,2025-07-24T22:04:24.162962
00054.png,0,20.0,25.97082560053561,14.02917415273573,1.3831903007717772,2025-07-24T22:04:24.388016
00055.png,0,20.0,24.179577920374925,15.82042190691501,1.3931834101401102,2025-07-24T22:04:24.615208
00056.png,1,20.0,27.425704544262445,12.574295334840507,1.4175607504628114,2025-07-24T22:04:24.846632
00057.png,0,20.0,25.19799318098371,14.802006734388353,1.4258042258640093,2025-07-24T22:04:25.080865
00058.png,0,20.0,23.638595226688594,16.361404714071845,1.4025655366518084,2025-07-24T22:04:25.341083
00059.png,1,20.0,27.047016658682015,12.952983299850292,1.4228017836801075,2025-07-24T22:04:25.566313
00060.png,1,20.0,29.43291166107741,10.567088309895203,1.4586084238398866,2025-07-24T22:04:25.812129
00061.png,1,20.0,31.103038162754185,8.896961816926641,1.4777486487870175,2025-07-24T22:04:26.047187
00062.png,0,20.0,27.77212671392793,12.227873271848647,1.5030164204588,2025-07-24T22:04:26.285712
00063.png,0,20.0,25.440488699749547,14.559511290294052,1.474746044666548,2025-07-24T22:04:26.511911
00064.png,1,20.0,28.30834208982468,11.691657903205837,1.478738132371131,2025-07-24T22:04:26.732565
00065.png,0,20.0,25.815839462877275,14.184160532244086,1.4524858904336801,2025-07-24T22:04:26.946925
00066.png,0,20.0,24.07108762401409,15.92891237257086,1.3854967596356453,2025-07-24T22:04:27.193253
00067.png,0,20.0,22.849761336809863,17.1502386607996,1.3511716885089446,2025-07-24T22:04:27.412652
00068.png,0,20.0,21.9948329357669,18.00516706255972,1.3035432638140687,2025-07-24T22:04:27.630258
00069.png,0,20.0,21.39638305503683,18.603616943791806,1.2670015448669185,2025-07-24T22:04:27.843148
00070.png,0,20.0,20.97746813852578,19.02253186065426,1.2431346556539882,2025-07-24T22:04:28.071399
00071.png,0,20.0,20.684227696968044,19.315772302457983,1.2299398895825606,2025-07-24T22:04:28.297092
00072.png,1,20.0,24.97895938787763,15.021040611720588,1.2722016457262673,2025-07-24T22:04:28.510502
00073.png,1,20.0,27.98527157151434,12.01472842820441,1.2958091224061687,2025-07-24T22:04:28.738506
00074.png,0,20.0,25.589690100060036,14.410309899743087,1.3210814841457734,2025-07-24T22:04:28.959636
00075.png,0,20.0,23.912783070042025,16.08721692982016,1.3107214953371145,2025-07-24T22:04:29.179858
00076.png,0,20.0,22.738948149029415,17.26105185087411,1.2920680829024507,2025-07-24T22:04:29.390102
00077.png,0,20.0,21.91726370432059,18.082736295611877,1.293650566589854,2025-07-24T22:04:29.615790
00078.png,0,20.0,21.34208459302441,18.65791540692831,1.2682153460739911,2025-07-24T22:04:29.833098
00079.png,0,20.0,20.939459215117086,19.060540784849817,1.2401135727358992,2025-07-24T22:04:30.044363
00080.png,0,20.0,20.65762145058196,19.342378549394873,1.2309903318169682,2025-07-24T22:04:30.270862
00081.png,0,20.0,20.46033501540737,19.53966498457641,1.2160569642536287,2025-07-24T22:04:30.484476
00082.png,1,20.0,24.822234510785158,15.177765489203487,1.2467441945770856,2025-07-24T22:04:30.710659
00083.png,1,20.0,27.875564157549608,12.124435842442441,1.2790584665492555,2025-07-24T22:04:30.923766
00084.png,0,20.0,25.512894910284725,14.487105089709708,1.3107336016777922,2025-07-24T22:04:31.140030
00085.png,0,20.0,23.859026437199308,16.140973562796795,1.3320221654609519,2025-07-24T22:04:31.349281
00086.png,1,20.0,27.201318506039513,12.798681493957755,1.359421270712882,2025-07-24T22:04:31.562658
00087.png,0,20.0,25.040922954227657,14.959077045770428,1.3604169624901326,2025-07-24T22:04:31.778157
00088.png,0,20.0,23.528646067959357,16.4713539320393,1.358708824113032,2025-07-24T22:04:32.002108
00089.png,1,20.0,26.970052247571548,13.029947752427509,1.3734989135801816,2025-07-24T22:04:32.221091
00090.png,0,20.0,24.879036573300084,15.120963426699255,1.3870943791161576,2025-07-24T22:04:32.454997
00091.png,0,20.0,23.41532560131006,16.58467439868948,1.3746641368219514,2025-07-24T22:04:32.682982
00092.png,1,20.0,26.89072792091704,13.109272079082634,1.398675816256347,2025-07-24T22:04:32.902997
00093.png,1,20.0,29.323509544641926,10.676490455357843,1.408912863196231,2025-07-24T22:04:33.109627
00094.png,1,20.0,31.026456681249346,8.97354331875049,1.456006478858988,2025-07-24T22:04:33.338677
00095.png,1,20.0,32.21851967687454,7.781480323125343,1.4770185380625873,2025-07-24T22:04:33.564948
00096.png,1,20.0,33.05296377381218,6.947036226187739,1.5260334907499264,2025-07-24T22:04:33.791306
00097.png,0,20.0,29.137074641668526,10.862925358331417,1.527247354465558,2025-07-24T22:04:34.009988
00098.png,0,20.0,26.395952249167966,13.604047750831992,1.5161756554602464,2025-07-24T22:04:34.234239
00099.png,0,20.0,24.477166574417573,15.522833425582393,1.4430780400577536,2025-07-24T22:04:34.445964
00100.png,1,20.0,27.6340166020923,12.365983397907675,1.441494260787845,2025-07-24T22:04:34.661837
00101.png,1,20.0,29.843811621464607,10.156188378535372,1.4548892161114613,2025-07-24T22:04:34.889218
00102.png,1,20.0,31.390668135025223,8.60933186497476,1.4792555973608046,2025-07-24T22:04:35.099501
00103.png,1,20.0,32.47346769451765,7.526532305482331,1.5078654983711874,2025-07-24T22:04:35.328458
00104.png,1,20.0,33.23142738616235,6.768572613837632,1.5367269809081012,2025-07-24T22:04:35.539287
00105.png,1,20.0,33.76199917031364,6.238000829686342,1.5494823855352995,2025-07-24T22:04:35.767199
00106.png,1,20.0,34.13339941921955,5.866600580780439,1.5836099488546282,2025-07-24T22:04:35.976916
00107.png,1,20.0,34.39337959345369,5.606620406546307,1.5894451080639391,2025-07-24T22:04:36.190683
00108.png,1,20.0,34.575365715417576,5.424634284582415,1.5964258337042256,2025-07-24T22:04:36.405971
00109.png,1,20.0,34.702756000792306,5.29724399920769,1.6108875928260533,2025-07-24T22:04:36.619669
00110.png,1,20.0,34.79192920055461,5.208070799445382,1.628264975069133,2025-07-24T22:04:36.850938
00111.png,1,20.0,34.85435044038823,5.145649559611767,1.624646425721309,2025-07-24T22:04:37.057660
00112.png,1,20.0,34.89804530827176,5.101954691728237,1.6447327276829147,2025-07-24T22:04:37.276848
00113.png,1,20.0,34.92863171579023,5.071368284209765,1.6566449261173997,2025-07-24T22:04:37.500732
00114.png,1,20.0,34.950042201053165,5.049957798946835,1.6745284020085511,2025-07-24T22:04:37.756349
00115.png,1,20.0,34.96502954073721,5.034970459262784,1.665512124360525,2025-07-24T22:04:37.983839
00116.png,1,20.0,34.97552067851605,5.024479321483948,1.6790045119410673,2025-07-24T22:04:38.206000
00117.png,1,20.0,34.98286447496123,5.017135525038764,1.671983237790392,2025-07-24T22:04:38.422238
00118.png,0,20.0,30.48800513247286,9.511994867527134,1.6616593126009531,2025-07-24T22:04:38.640547
00119.png,0,20.0,27.341603592731,12.658396407268993,1.5582339106282534,2025-07-24T22:04:38.860358
00120.png,-1,20.0,20.6391225149117,19.360877485088295,1.370128789296315,2025-07-24T22:04:39.074809
00121.png,-1,20.0,15.94738576043819,24.052614239561805,1.2679580810243327,2025-07-24T22:04:39.294033
00122.png,-1,20.0,12.663170032306732,27.336829967693262,1.2400630113252677,2025-07-24T22:04:39.513080
00123.png,-1,20.0,10.364219022614712,29.63578097738528,1.2563462582782445,2025-07-24T22:04:39.737172
00124.png,0,20.0,13.2549533158303,26.745046684169694,1.2507397884063571,2025-07-24T22:04:39.953983
00125.png,0,20.0,15.278467321081209,24.721532678918784,1.2489447493804624,2025-07-24T22:04:40.180154
00126.png,0,20.0,16.694927124756845,23.305072875243148,1.1976542564246242,2025-07-24T22:04:40.405994
00127.png,1,20.0,22.18644898732979,17.813551012670203,1.2104275760352112,2025-07-24T22:04:40.633670
00128.png,1,20.0,26.03051429113085,13.969485708869142,1.2445441534765136,2025-07-24T22:04:40.861175
00129.png,1,20.0,28.72136000379159,11.2786399962084,1.3028434962490822,2025-07-24T22:04:41.074920
00130.png,1,20.0,30.604952002654112,9.395047997345879,1.3305394967181676,2025-07-24T22:04:41.301574
00131.png,1,20.0,31.923466401857876,8.076533598142115,1.3511088700781078,2025-07-24T22:04:41.529223
00132.png,1,20.0,32.84642648130051,7.15357351869948,1.3986086889719682,2025-07-24T22:04:41.753966
00133.png,1,20.0,33.49249853691036,6.507501463089636,1.4168679472724264,2025-07-24T22:04:41.978175
00134.png,0,20.0,29.44474897583725,10.555251024162745,1.4185693620596969,2025-07-24T22:04:42.230986
00135.png,0,20.0,26.611324283086073,13.388675716913921,1.3955982513453584,2025-07-24T22:04:42.493507
00136.png,0,20.0,24.62792699816025,15.372073001839745,1.3557045537881443,2025-07-24T22:04:42.754556
00137.png,0,20.0,23.239548898712176,16.76045110128782,1.297982234365725,2025-07-24T22:04:43.001199
00138.png,0,20.0,22.26768422909852,17.732315770901472,1.287994383793111,2025-07-24T22:04:43.244168
00139.png,0,20.0,21.587378960368966,18.41262103963103,1.2778566938444882,2025-07-24T22:04:43.492203
00140.png,0,20.0,21.111165272258276,18.88883472774172,1.2435763902940202,2025-07-24T22:04:43.743980
00141.png,0,20.0,20.777815690580795,19.222184309419205,1.2262017729515846,2025-07-24T22:04:43.994820
00142.png,0,20.0,20.544470983406555,19.455529016593445,1.2211899292828423,2025-07-24T22:04:44.239346
00143.png,1,20.0,24.88112968838459,15.11887031161541,1.2601053923543688,2025-07-24T22:04:44.486033
00144.png,0,20.0,23.41679078186921,16.583209218130786,1.2808025035859465,2025-07-24T22:04:44.733939
00145.png,0,20.0,22.391753547308447,17.60824645269155,1.2944611883413482,2025-07-24T22:04:44.988742
00146.png,1,20.0,26.174227483115914,13.825772516884085,1.320896052392768,2025-07-24T22:04:45.258262
00147.png,0,20.0,24.321959238181137,15.678040761818858,1.33763084020225,2025-07-24T22:04:45.519592
00148.png,1,20.0,27.525371466726796,12.4746285332732,1.363952059968662,2025-07-24T22:04:45.773749
00149.png,1,20.0,29.767760026708757,10.23223997329124,1.403735513965056,2025-07-24T22:04:46.069958
00150.png,1,20.0,31.337432018696127,8.662567981303866,1.4441818726618232,2025-07-24T22:04:46.333122
00151.png,1,20.0,32.43620241308729,7.563797586912706,1.4755520202746524,2025-07-24T22:04:46.585656
