img_path,steering,throttle,lwheel,rwheel,speed_signed,timestamp
00000.png,0,0.0,-0.0001985513980511863,-0.0007382417251892981,-3.145672076114288e-05,2025-07-24T21:57:57.929536
00001.png,0,0.0,-0.00013898597863583038,-0.0005167692076325087,-2.4859979439305048e-05,2025-07-24T21:57:58.175699
00002.png,0,0.0,-9.729018504508127e-05,-0.00036173844534275607,-2.0300058936321988e-05,2025-07-24T21:57:58.438823
00003.png,0,20.0,5.999931896870469,5.99974678308826,0.17024259887155233,2025-07-24T21:57:58.678504
00004.png,0,20.0,10.199952327809328,10.199822748161782,0.43308256577216736,2025-07-24T21:57:58.945660
00005.png,0,20.0,13.139966629466528,13.139875923713248,0.7017757267099439,2025-07-24T21:57:59.208010
00006.png,-1,20.0,10.69797664062657,19.697913146599273,0.795762742067199,2025-07-24T21:57:59.454740
00007.png,0,20.0,13.488583648438599,19.78853920261949,0.8573294982196098,2025-07-24T21:57:59.703393
00008.png,-1,20.0,10.94200855390702,24.35197744183364,0.903172621063715,2025-07-24T21:57:59.945527
00009.png,-1,20.0,9.159405987734914,27.546384209283545,0.9551658921218161,2025-07-24T21:58:00.186611
00010.png,0,20.0,12.41158419141444,25.28246894649848,0.9654164978997285,2025-07-24T21:58:00.439814
00011.png,0,20.0,14.688108933990106,23.697728262548935,1.0084669220124567,2025-07-24T21:58:00.694363
00012.png,0,20.0,16.281676253793073,22.588409783784254,1.0430122167103193,2025-07-24T21:58:00.936418
00013.png,0,20.0,17.39717337765515,21.811886848648975,1.1014000560653348,2025-07-24T21:58:01.186326
00014.png,0,20.0,18.178021364358607,21.268320794054283,1.1140922224386287,2025-07-24T21:58:01.453908
00015.png,0,20.0,18.724614955051024,20.887824555837994,1.1510568875615688,2025-07-24T21:58:01.707040
00016.png,0,20.0,19.107230468535718,20.621477189086598,1.1757627848991794,2025-07-24T21:58:01.961630
00017.png,0,20.0,19.375061327975004,20.43503403236062,1.1885423613112496,2025-07-24T21:58:02.231214
00018.png,0,20.0,19.562542929582502,20.304523822652435,1.1969964589584992,2025-07-24T21:58:02.482712
00019.png,0,20.0,19.69378005070775,20.213166675856705,1.20446847133019,2025-07-24T21:58:02.733412
00020.png,0,20.0,19.785646035495425,20.149216673099694,1.211613771187833,2025-07-24T21:58:02.978296
00021.png,0,20.0,19.849952224846795,20.104451671169784,1.206651295093296,2025-07-24T21:58:03.231428
00022.png,0,20.0,19.894966557392756,20.073116169818846,1.2167352792838513,2025-07-24T21:58:03.471122
00023.png,0,20.0,19.92647659017493,20.05118131887319,1.217422292298955,2025-07-24T21:58:03.714811
00024.png,0,20.0,19.94853361312245,20.035826923211232,1.2186771120204842,2025-07-24T21:58:03.946323
00025.png,0,20.0,19.963973529185715,20.02507884624786,1.2156745507890603,2025-07-24T21:58:04.179946
00026.png,1,20.0,24.47478147043,15.517555192373502,1.2493694625733616,2025-07-24T21:58:04.414364
00027.png,0,20.0,23.132347029301,16.86228863466145,1.2704565156901237,2025-07-24T21:58:04.643191
00028.png,1,20.0,26.692642920510696,13.303602044263014,1.3110256589860652,2025-07-24T21:58:04.869177
00029.png,1,20.0,29.184850044357486,10.81252143098411,1.3435359630972246,2025-07-24T21:58:05.094287
00030.png,0,20.0,26.429395031050237,13.568765001688876,1.3676020350126186,2025-07-24T21:58:05.308474
00031.png,1,20.0,29.000576521735166,10.998135501182212,1.3918291839212098,2025-07-24T21:58:05.536011
00032.png,1,20.0,30.800403565214616,9.198694850827547,1.4300660559031186,2025-07-24T21:58:05.749942
00033.png,1,20.0,32.06028249565023,7.939086395579283,1.4501695054182353,2025-07-24T21:58:05.965313
00034.png,0,20.0,28.44219774695516,11.557360476905497,1.4743416523001625,2025-07-24T21:58:06.181501
