img_path,steering,throttle,lwheel,rwheel,speed_signed,lane_offset,timestamp
00000.png,0,0,0.0,0.0,-1.1889756966901197e-05,-9.583333333333314,2025-06-30T22:42:07.736530
00001.png,0,0,0.0,0.0,-1.191946066598886e-05,-9.583333333333314,2025-06-30T22:42:07.896159
00002.png,0,0,0.0,0.0,-1.194498011352812e-05,-9.583333333333314,2025-06-30T22:42:08.056241
00003.png,0,0,0.0,0.0,-1.1968420990356574e-05,-9.583333333333314,2025-06-30T22:42:08.203179
00004.png,0,0,0.0,0.0,-1.1998321474258788e-05,-9.583333333333314,2025-06-30T22:42:08.363730
00005.png,0,0,0.0,0.0,-1.202400998129775e-05,-9.583333333333314,2025-06-30T22:42:08.525119
00006.png,0,20,20.0,20.0,0.025045491290092335,-9.75,2025-06-30T22:42:08.683529
00007.png,0,20,20.0,20.0,0.1518488005508885,-10.25,2025-06-30T22:42:08.843819
00008.png,0,20,20.0,20.0,0.28793271841974266,-9.625,2025-06-30T22:42:09.003459
00009.png,0,20,20.0,20.0,0.43131355393743936,-9.625,2025-06-30T22:42:09.163736
00010.png,0,20,20.0,20.0,0.5454414474575036,185.33333333333337,2025-06-30T22:42:09.323649
00011.png,0,20,20.0,20.0,0.6566019008343155,189.5,2025-06-30T22:42:09.470598
00012.png,0,20,20.0,20.0,0.7938307235109162,194.25,2025-06-30T22:42:09.643519
00013.png,0,20,20.0,20.0,0.9270643466249967,203.0,2025-06-30T22:42:09.805073
00014.png,0,20,20.0,20.0,1.0263702394671095,0.0,2025-06-30T22:42:09.963556
00015.png,0,20,20.0,20.0,1.1720765198240473,0.0,2025-06-30T22:42:10.137504
00016.png,0,20,20.0,20.0,1.195760508244703,-25.583333333333314,2025-06-30T22:42:10.312649
00017.png,0,20,20.0,20.0,1.2018590479577669,-8.1875,2025-06-30T22:42:10.485284
00018.png,0,20,20.0,20.0,1.207782438500788,-9.75,2025-06-30T22:42:10.658079
00019.png,0,20,20.0,20.0,1.2055225743629507,-28.541666666666686,2025-06-30T22:42:10.818426
00020.png,0,20,20.0,20.0,1.2091334248052508,-19.97619047619048,2025-06-30T22:42:10.980009
00021.png,0,20,20.0,20.0,1.215306053859107,-17.75,2025-06-30T22:42:11.151113
00022.png,0,20,20.0,20.0,1.2158424408286155,-20.344444444444434,2025-06-30T22:42:11.326019
00023.png,0,20,20.0,20.0,1.2160476677110694,-6.666666666666629,2025-06-30T22:42:11.500296
00024.png,0,20,20.0,20.0,1.2157488926602007,-15.803571428571445,2025-06-30T22:42:11.673866
00025.png,0,20,20.0,20.0,1.2168977903972604,-10.34375,2025-06-30T22:42:11.859072
00026.png,0,20,20.0,20.0,1.2175891022226193,-20.44999999999999,2025-06-30T22:42:12.032786
00027.png,0,20,20.0,20.0,1.218070123108313,-10.642045454545439,2025-06-30T22:42:12.205203
00028.png,0,20,20.0,20.0,1.2187359736665098,-8.916666666666686,2025-06-30T22:42:12.378355
00029.png,0,20,20.0,20.0,1.2143267412596421,-15.1875,2025-06-30T22:42:12.550883
00030.png,0,20,20.0,20.0,1.2180005263025886,-13.80769230769232,2025-06-30T22:42:12.725150
00031.png,0,20,20.0,20.0,1.2134282177724163,-8.7483766233766,2025-06-30T22:42:12.898312
00032.png,0,20,20.0,20.0,1.2118065637399706,-8.076923076923094,2025-06-30T22:42:13.072554
00033.png,0,20,20.0,20.0,1.2187142307323995,-11.874125874125866,2025-06-30T22:42:13.246421
00034.png,0,20,20.0,20.0,1.2194910074155305,-29.752403846153868,2025-06-30T22:42:13.418323
00035.png,0,20,20.0,20.0,1.2163326135183636,-21.7542735042735,2025-06-30T22:42:13.591348
00036.png,0,20,20.0,20.0,1.2178741876702035,-28.951388888888914,2025-06-30T22:42:13.766336
00037.png,0,20,20.0,20.0,1.21740415651056,-12.508547008546998,2025-06-30T22:42:13.938380
00038.png,0,20,20.0,20.0,1.219133608556523,-12.037500000000023,2025-06-30T22:42:14.113684
00039.png,0,20,20.0,20.0,1.2196348449579142,-13.824999999999989,2025-06-30T22:42:14.286204
00040.png,0,20,20.0,20.0,1.2190208334911996,-20.28472222222223,2025-06-30T22:42:14.472808
00041.png,0,20,20.0,20.0,1.216099681873698,-16.295454545454504,2025-06-30T22:42:14.633697
00042.png,0,20,20.0,20.0,1.2170032633812624,-13.359615384615381,2025-06-30T22:42:14.832669
00043.png,0,20,20.0,20.0,1.218405507438461,-22.507142857142867,2025-06-30T22:42:15.019294
00044.png,0,20,20.0,20.0,1.2185944093711256,-17.20833333333337,2025-06-30T22:42:15.205813
00045.png,0,20,20.0,20.0,1.2196404219138843,-19.982905982906004,2025-06-30T22:42:15.393707
00046.png,0,20,20.0,20.0,1.2174343142348207,-18.099650349650346,2025-06-30T22:42:15.580774
00047.png,0,20,20.0,20.0,1.2185290610553208,-13.1357142857143,2025-06-30T22:42:15.766323
00048.png,0,20,20.0,20.0,1.2192682137800437,-21.439560439560466,2025-06-30T22:42:15.939664
00049.png,0,20,20.0,20.0,1.216192365967692,-17.05000000000001,2025-06-30T22:42:16.113594
